filename,energy_value,energy_normalization
8159.png,105.7872504,0.448249232
8160.png,119.4646037,0.759923466
8161.png,105.3481249,0.43824261
8162.png,114.4771301,0.646270847
8163.png,112.2751303,0.596092528
8164.png,116.0429698,0.681952597
8165.png,99.54841179,0.306080992
8166.png,105.1388879,0.433474598
8167.png,97.90602351,0.268654883
8168.png,125.615349,0.90008427
8169.png,95.10430783,0.20481047
8170.png,124.8479597,0.882597299
8171.png,116.2569518,0.686828736
8172.png,102.4674175,0.372598164
8173.png,104.9672593,0.429563592
8174.png,108.9425209,0.520150315
8175.png,112.4404534,0.599859847
8176.png,102.2976285,0.368729078
8177.png,125.1773953,0.89010435
8178.png,103.2088489,0.389493616
8179.png,117.8859596,0.723949935
8180.png,109.0080654,0.521643917
8181.png,99.45634277,0.303982958
8182.png,111.1357875,0.570129625
8183.png,109.575077,0.534564758
8184.png,103.0207106,0.385206393
8185.png,115.7149541,0.674477902
8186.png,121.2885718,0.801487345
8187.png,120.6223369,0.786305442
8188.png,109.2177372,0.526421837
8189.png,110.9999162,0.567033443
8190.png,107.8627058,0.495543906
8191.png,112.3978851,0.598889817
8192.png,123.3696095,0.848909227
8193.png,104.8590792,0.427098425
8194.png,127.8650902,0.951350502
8195.png,101.7847374,0.357041514
8196.png,108.3883876,0.50752294
8197.png,120.5987211,0.785767294
8198.png,105.8899085,0.450588565
8199.png,120.7544392,0.789315738
8200.png,117.065198,0.705246737
8201.png,113.0661143,0.614117165
8202.png,94.93572875,0.200968955
8203.png,123.1658053,0.844265016
8204.png,104.1170295,0.410188884
8205.png,105.7955545,0.448438462
8206.png,114.2420323,0.64091353
8207.png,126.6508425,0.923680695
8208.png,117.5796236,0.716969269
8209.png,97.17050092,0.251894079
8210.png,109.5276364,0.5334837
8211.png,101.8403773,0.358309415
8212.png,103.0779285,0.386510253
8213.png,108.6172133,0.512737331
8214.png,104.6825773,0.423076368
8215.png,106.6398621,0.467678217
8216.png,108.7714336,0.516251644
8217.png,110.4284786,0.554011744
8218.png,113.0038311,0.61269788
8219.png,114.700391,0.65135843
8220.png,114.2578049,0.64127295
8221.png,117.9260772,0.724864119
8222.png,107.5722122,0.48892425
8223.png,104.1959947,0.411988312
8224.png,120.3752639,0.780675238
8225.png,107.133727,0.478932219
8226.png,114.2552993,0.641215853
8227.png,108.3016262,0.505545854
8228.png,116.6888203,0.696669988
8229.png,107.7145077,0.492166825
8230.png,106.4798642,0.464032247
8231.png,123.709811,0.856661607
8232.png,121.2032382,0.799542796
8233.png,126.7192749,0.925240106
8234.png,125.5641562,0.898917708
8235.png,112.4157513,0.599296945
8236.png,106.6647035,0.468244293
8237.png,103.4241126,0.394398962
8238.png,112.5332293,0.601973988
8239.png,107.7484085,0.492939343
8240.png,118.4413824,0.736606695
8241.png,105.6274366,0.444607457
8242.png,116.2046065,0.685635911
8243.png,119.3081565,0.756358408
8244.png,105.3178875,0.437553571
8245.png,110.4466503,0.554425833
8246.png,114.1383891,0.638551749
8247.png,119.8202624,0.768028079
8248.png,119.6040026,0.763100034
8249.png,101.3812553,0.34784712
8250.png,114.8703709,0.655231867
8251.png,110.6168332,0.558303896
8252.png,110.7699304,0.561792615
8253.png,92.4583542,0.144515503
8254.png,113.719253,0.629000637
8255.png,111.1563472,0.570598132
8256.png,113.719253,0.629000637
8257.png,108.6313898,0.51306038
8258.png,95.26594802,0.208493864
8259.png,111.2949685,0.57375698
8260.png,115.9993059,0.680957601
8261.png,112.3463108,0.597714562
8262.png,101.5259472,0.351144303
8263.png,108.6366268,0.513179718
8264.png,113.7888102,0.63058568
8265.png,126.4438186,0.918963114
8266.png,108.3517526,0.506688115
8267.png,127.356888,0.939769787
8268.png,100.3643482,0.324674235
8269.png,114.7145551,0.651681197
8270.png,90.52007911,0.10034684
8271.png,107.4414148,0.48594369
8272.png,119.8793216,0.769373897
8273.png,106.2967447,0.459859391
8274.png,103.0381233,0.385603187
8275.png,99.25860466,0.299476979
8276.png,99.28552617,0.300090456
8277.png,100.463371,0.326930728
8278.png,107.3698633,0.484313202
8279.png,109.259486,0.527373193
8280.png,109.6213637,0.535619522
8281.png,115.4645846,0.668772579
8282.png,96.8156147,0.243807069
8283.png,133.7804529,1
8284.png,112.1911552,0.594178936
8285.png,107.8441458,0.495120968
8286.png,100.2061715,0.321069765
8287.png,116.405921,0.690223388
8288.png,96.65652614,0.24018182
8289.png,114.578263,0.648575425
8290.png,96.98618747,0.247694015
8291.png,112.1915507,0.594187949
8292.png,117.9034131,0.724347659
8293.png,109.6188864,0.53556307
8294.png,130.4157369,1
8295.png,103.4037168,0.39393419
8296.png,126.2547032,0.914653626
8297.png,124.5210322,0.875147402
8298.png,117.4318638,0.713602176
8299.png,123.033516,0.841250458
8300.png,106.7644199,0.470516592
8301.png,104.8800399,0.42757607
8302.png,94.28574523,0.186157382
8303.png,111.821253,0.585749748
8304.png,119.275423,0.755612489
8305.png,114.668777,0.650638023
8306.png,120.2803495,0.778512366
8307.png,99.07395092,0.295269161
8308.png,106.8488399,0.472440322
8309.png,111.0507276,0.568191313
8310.png,113.1103274,0.615124676
8311.png,119.1709187,0.753231086
8312.png,116.3857823,0.689764475
8313.png,98.69237972,0.286574064
8314.png,115.8853317,0.678360401
8315.png,132.6302429,1
8316.png,121.472743,0.805684167
8317.png,110.9675999,0.566297031
8318.png,98.57699016,0.283944611
8319.png,108.8693675,0.518483323
8320.png,105.7078108,0.446438993
8321.png,120.4163149,0.781610692
8322.png,102.1654328,0.365716654
8323.png,103.5042787,0.396225756
8324.png,107.7687646,0.49340321
8325.png,113.4435013,0.622716914
8326.png,112.1017855,0.592142414
8327.png,111.1335489,0.570078613
8328.png,118.5238754,0.738486513
8329.png,115.0265631,0.658791114
8330.png,124.0183934,0.863693463
8331.png,111.785494,0.584934886
8332.png,115.9432703,0.679680683
8333.png,118.1591661,0.730175659
8334.png,103.9246881,0.405805883
8335.png,98.66621402,0.28597781
8336.png,106.3227406,0.460451775
8337.png,107.303314,0.482796702
8338.png,114.7658481,0.652850042
8339.png,117.092173,0.705861433
8340.png,99.79012514,0.311589062
8341.png,107.0538008,0.477110892
8342.png,101.6335809,0.353597018
8343.png,115.5284998,0.670229053
8344.png,112.3309811,0.597365235
8345.png,100.3129619,0.323503264
8346.png,111.7280332,0.583625491
8347.png,111.7103231,0.58322192
8348.png,124.0536757,0.864497463
8349.png,102.158433,0.365557145
8350.png,103.4615118,0.3952512
8351.png,118.1849972,0.730764288
8352.png,98.31287015,0.277925947
8353.png,98.94396657,0.292307128
8354.png,113.0848702,0.614544568
8355.png,113.7643858,0.630029106
8356.png,114.5774237,0.648556299
8357.png,121.7272377,0.811483494
8358.png,99.37086253,0.302035068
8359.png,94.38104925,0.188329134
8360.png,111.3209235,0.574348433
8361.png,111.2338981,0.572365332
8362.png,120.0347874,0.772916591
8363.png,96.75185733,0.242354191
8364.png,120.8079724,0.790535632
8365.png,101.7798207,0.356929474
8366.png,115.0201708,0.658645449
8367.png,120.6303633,0.786488345
8368.png,118.9815177,0.748915089
8369.png,98.95262127,0.292504348
8370.png,104.9315408,0.428749652
8371.png,96.73831726,0.242045645
8372.png,110.9760979,0.56649068
8373.png,102.1263141,0.364825232
8374.png,114.2230373,0.640480679
8375.png,120.1297461,0.775080474
8376.png,107.5294574,0.48794997
8377.png,93.64173712,0.171481975
8378.png,113.3829086,0.621336151
8379.png,117.7795072,0.721524139
8380.png,113.4445837,0.62274158
8381.png,102.494411,0.373213282
8382.png,99.29462934,0.300297895
8383.png,106.2497564,0.458788639
8384.png,97.67840773,0.263468063
8385.png,114.8553582,0.654889763
8386.png,99.26113257,0.299534584
8387.png,113.956878,0.634415544
8388.png,109.7318888,0.538138125
8389.png,104.3695452,0.415943114
8390.png,111.5035796,0.578510729
8391.png,100.2412054,0.321868104
8392.png,116.1682871,0.684808279
8393.png,115.5051455,0.669696865
8394.png,124.176581,0.867298181
8395.png,112.0648002,0.591299607
8396.png,109.5024589,0.532909965
8397.png,108.7260043,0.515216418
8398.png,101.6351024,0.35363169
8399.png,101.2873508,0.345707261
8400.png,109.2834255,0.527918717
8401.png,96.40453618,0.234439571
8402.png,100.4768732,0.327238411
8403.png,104.1764918,0.411543888
8404.png,115.5779578,0.671356083
8405.png,113.568399,0.625563035
8406.png,113.7507423,0.629718203
8407.png,118.6344618,0.741006514
8408.png,103.6649286,0.399886584
8409.png,112.2208423,0.594855434
8410.png,108.9048507,0.519291901
8411.png,110.0028265,0.544312148
8412.png,127.0548405,0.932886845
8413.png,108.8267938,0.51751317
8414.png,119.845936,0.768613119
8415.png,120.2503959,0.777829795
8416.png,115.9541499,0.679928603
8417.png,112.0278726,0.590458115
8418.png,113.2028863,0.617233873
8419.png,107.4941824,0.487146137
8420.png,116.2536736,0.686754033
8421.png,125.220791,0.891093235
8422.png,115.9943978,0.680845757
8423.png,121.5036681,0.806388876
8424.png,105.5466124,0.442765666
8425.png,107.187078,0.480147961
8426.png,105.0428897,0.431287028
8427.png,112.8562599,0.609335085
8428.png,114.3134288,0.642540486
8429.png,114.6594166,0.650424722
8430.png,120.9425117,0.793601462
8431.png,103.4890748,0.395879295
8432.png,112.1812783,0.593953865
8433.png,104.88524,0.427694568
8434.png,106.4504221,0.463361332
8435.png,100.5404688,0.328687603
8436.png,115.9730496,0.680359282
8437.png,97.15829321,0.251615894
8438.png,94.1804765,0.183758559
8439.png,119.5883427,0.762743182
8440.png,109.186828,0.52571749
8441.png,106.0365996,0.453931305
8442.png,116.3907168,0.689876921
8443.png,93.52202958,0.168754126
8444.png,116.1578218,0.6845698
8445.png,125.7696769,0.903601034
8446.png,107.5740541,0.488966223
8447.png,103.4189483,0.39428128
8448.png,103.9160086,0.405608098
8449.png,98.84262877,0.289997881
8450.png,110.0493889,0.545373194
8451.png,98.66048067,0.285847161
8452.png,110.3881164,0.553091986
8453.png,112.4241392,0.599488085
8454.png,109.7170663,0.537800356
8455.png,110.9424317,0.565723508
8456.png,101.0627765,0.340589749
8457.png,106.7306383,0.46974679
8458.png,94.64208247,0.194277458
8459.png,111.3763812,0.575612181
8460.png,102.5976777,0.375566483
8461.png,96.93129348,0.246443112
8462.png,101.4058188,0.348406864
8463.png,111.136793,0.570152538
8464.png,107.9287261,0.497048351
8465.png,112.0442139,0.590830495
8466.png,104.5882935,0.420927866
8467.png,115.3337675,0.665791569
8468.png,121.2859461,0.801427512
8469.png,126.9980847,0.931593516
8470.png,107.0293475,0.47655366
8471.png,98.06441163,0.27226417
8472.png,109.421719,0.531070096
8473.png,93.19401721,0.161279507
8474.png,120.6268093,0.786407357
8475.png,115.5459236,0.6706261
8476.png,122.8640162,0.837387963
8477.png,113.4504555,0.622875384
8478.png,115.1024887,0.660521277
8479.png,102.983819,0.384365722
8480.png,105.9525605,0.452016254
8481.png,108.1906463,0.503016887
8482.png,110.0056574,0.544376658
8483.png,111.5856827,0.580381663
8484.png,113.1086457,0.615086355
8485.png,113.7698107,0.630152727
8486.png,115.0412428,0.659125629
8487.png,100.1108747,0.318898179
8488.png,103.2030596,0.389361692
8489.png,114.53475,0.647583867
8490.png,96.68454144,0.240820222
8491.png,93.48988265,0.168021574
8492.png,110.8474398,0.563558869
8493.png,111.0940101,0.569177618
8494.png,112.8514883,0.609226351
8495.png,122.6963584,0.833567441
8496.png,117.9353818,0.725076149
8497.png,121.0704161,0.796516098
8498.png,115.8660842,0.677921796
8499.png,113.4874599,0.623718626
8500.png,106.68564,0.468721386
8501.png,109.3265371,0.528901127
8502.png,108.4840142,0.509702041
8503.png,107.2016212,0.480479366
8504.png,110.3826899,0.552968329
8505.png,120.2267577,0.777291136
8506.png,116.8937472,0.701339783
8507.png,101.8263623,0.357990046
8508.png,116.5467044,0.693431506
8509.png,104.4703689,0.418240646
8510.png,109.9387541,0.542852091
8511.png,113.9817362,0.634982003
8512.png,119.6442592,0.764017386
8513.png,119.2664442,0.755407884
8514.png,108.9456261,0.520221075
8515.png,114.3430684,0.643215901
8516.png,95.79875874,0.220635349
8517.png,96.78682732,0.243151073
8518.png,112.2908611,0.596450996
8519.png,113.8743411,0.632534725
8520.png,99.94704886,0.315164979
8521.png,106.7534187,0.470265901
8522.png,94.40648208,0.188908687
8523.png,116.581764,0.69423043
8524.png,105.0623176,0.431729743
8525.png,105.922139,0.451323021
8526.png,111.9887366,0.589566299
8527.png,113.5166588,0.624383999
8528.png,127.9210268,0.952625163
8529.png,105.4725953,0.441078993
8530.png,111.8617506,0.586672592
8531.png,100.9586394,0.338216713
8532.png,118.9097885,0.747280552
8533.png,96.93548648,0.246538661
8534.png,109.1855227,0.525687746
8535.png,132.3561898,1
8536.png,105.724359,0.446816087
8537.png,112.4126446,0.599226151
8538.png,121.2585662,0.800803589
8539.png,103.2617174,0.390698363
8540.png,105.9859716,0.452777613
8541.png,120.0719206,0.773762768
8542.png,118.0189156,0.726979685
8543.png,117.5006049,0.715168621
8544.png,115.6606726,0.673240956
8545.png,107.8522502,0.495305648
8546.png,125.223255,0.891149383
8547.png,109.8224465,0.540201719
8548.png,106.8344733,0.472112942
8549.png,101.3792443,0.347801294
8550.png,108.3396484,0.506412289
8551.png,110.8518159,0.56365859
8552.png,110.8218065,0.562974748
8553.png,96.39365208,0.234191548
8554.png,110.618173,0.558334426
8555.png,97.34177864,0.255797089
8556.png,128.9872843,0.976922627
8557.png,119.1162819,0.751986044
8558.png,121.7061835,0.811003719
8559.png,111.6996668,0.582979089
8560.png,122.8352278,0.836731944
8561.png,107.7859252,0.493794259
8562.png,115.8872893,0.67840501
8563.png,110.070702,0.545858869
8564.png,114.4019321,0.644557265
8565.png,111.0991139,0.569293921
8566.png,109.5285778,0.533505153
8567.png,105.7864233,0.448230384
8568.png,99.98135169,0.315946658
8569.png,107.3138955,0.483037829
8570.png,114.5672233,0.648323856
8571.png,133.5336924,1
8572.png,91.60847244,0.125148726
8573.png,111.2417563,0.572544401
8574.png,109.2169482,0.526403858
8575.png,111.8300244,0.585949627
8576.png,112.1440122,0.59310466
8577.png,112.408199,0.599124846
8578.png,102.1627426,0.36565535
8579.png,114.1377566,0.638537336
8580.png,115.4432487,0.668286384
8581.png,107.9149207,0.496733759
8582.png,117.3760451,0.712330201
8583.png,119.167259,0.75314769
8584.png,105.2698855,0.43645972
8585.png,99.78606542,0.31149655
8586.png,117.7610964,0.721104601
8587.png,101.8398893,0.358298294
8588.png,99.48373189,0.304607091
8589.png,111.0819857,0.568903611
8590.png,120.1599069,0.775767766
8591.png,112.5330519,0.601969946
8592.png,103.9937201,0.407378957
8593.png,116.6653431,0.696134999
8594.png,112.8999908,0.610331607
8595.png,104.4303217,0.417328065
8596.png,96.05299348,0.226428752
8597.png,117.6595331,0.718790216
8598.png,114.3554032,0.643496982
8599.png,105.5785478,0.443493397
8600.png,111.2324135,0.572331501
8601.png,123.7343776,0.857221421
8602.png,127.0751484,0.933349614
8603.png,109.002662,0.521520787
8604.png,99.14042185,0.296783875
8605.png,97.10661642,0.250438304
8606.png,114.310204,0.642467
8607.png,116.6423851,0.695611841
8608.png,100.0220695,0.31687452
8609.png,115.0770228,0.65994097
8610.png,109.0877936,0.523460733
8611.png,103.9697047,0.406831703
8612.png,109.8820159,0.541559163
8613.png,115.7931498,0.676259795
8614.png,99.95170704,0.315271128
8615.png,101.6279243,0.353468118
8616.png,124.6107787,0.87719251
8617.png,102.8385777,0.381056019
8618.png,99.20772657,0.298317589
8619.png,110.3150554,0.5514271
8620.png,100.37125,0.32483151
8621.png,118.0033089,0.726624045
8622.png,113.096626,0.614812454
8623.png,100.8266325,0.33520859
8624.png,105.0928184,0.432424784
8625.png,97.06721143,0.249540358
8626.png,97.29069693,0.254633059
8627.png,117.8290156,0.722652317
8628.png,100.4538376,0.326713484
8629.png,112.0653167,0.591311377
8630.png,111.0801131,0.568860939
8631.png,113.6855501,0.628232629
8632.png,108.7185519,0.515046596
8633.png,111.492515,0.578258594
8634.png,111.1249844,0.569883448
8635.png,108.4413794,0.508730496
8636.png,113.4506643,0.622880142
8637.png,139.0631751,1
8638.png,105.1521811,0.433777518
8639.png,96.28707948,0.231763013
8640.png,105.7186413,0.446685794
8641.png,97.57465144,0.261103704
8642.png,107.9149207,0.496733759
8643.png,107.2793947,0.482251638
8644.png,117.5796236,0.716969269
8645.png,95.53642538,0.214657398
8646.png,104.1353942,0.410607372
8647.png,120.7934386,0.790204441
8648.png,114.7976582,0.653574918
8649.png,112.8836761,0.609959834
8650.png,94.74553917,0.196634989
8651.png,93.92407609,0.177915806
8652.png,97.22210883,0.2530701
8653.png,116.5806254,0.694204484
8654.png,103.2649292,0.390771552
8655.png,108.8785966,0.518693633
8656.png,96.54445162,0.23762791
8657.png,114.2369783,0.640798361
8658.png,127.8556664,0.951135756
8659.png,106.7784774,0.470836929
8660.png,103.4230909,0.39437568
8661.png,104.8065742,0.425901962
8662.png,113.6725789,0.627937046
8663.png,112.4859382,0.600896337
8664.png,119.4132411,0.758753035
8665.png,124.3547092,0.871357298
8666.png,96.57438557,0.238310033
8667.png,113.2650372,0.618650144
8668.png,102.7831988,0.379794066
8669.png,105.8478212,0.449629496
8670.png,116.1659119,0.684754154
8671.png,109.5919165,0.53494849
8672.png,101.7089,0.355313361
8673.png,99.81343817,0.31212031
8674.png,124.7472916,0.880303314
8675.png,105.5768344,0.443454353
8676.png,112.71434,0.606101069
8677.png,103.4269005,0.394462491
8678.png,99.26894458,0.299712601
8679.png,113.0570747,0.613911175
8680.png,96.12895779,0.228159797
8681.png,103.8991726,0.405224445
8682.png,123.4153109,0.849950653
8683.png,117.4470074,0.713947262
8684.png,112.8541197,0.609286315
8685.png,120.739689,0.788979616
8686.png,97.60342323,0.261759345
8687.png,109.8660136,0.541194509
8688.png,133.7245344,1
8689.png,108.5147686,0.510402861
8690.png,104.6992857,0.423457113
8691.png,99.52928701,0.305645183
8692.png,113.4117747,0.621993941
8693.png,108.9377152,0.520040804
8694.png,112.9156021,0.610687352
8695.png,98.68205871,0.286338873
8696.png,107.6280312,0.490196232
8697.png,100.8960209,0.336789786
8698.png,105.5529028,0.442909009
8699.png,122.6207904,0.831845427
8700.png,100.6337383,0.330812992
8701.png,123.4510891,0.850765953
8702.png,103.1672355,0.388545346
8703.png,103.1698007,0.388603801
8704.png,111.4036551,0.576233689
8705.png,107.9288012,0.497050062
8706.png,107.0041107,0.475978573
8707.png,104.5537729,0.420141224
8708.png,114.1674224,0.639213348
8709.png,95.32287844,0.209791173
8710.png,103.3517327,0.392749597
8711.png,104.1293261,0.410469094
8712.png,114.3668787,0.643758481
8713.png,105.6624047,0.445404296
8714.png,107.0251219,0.476457368
8715.png,99.4649913,0.304180038
8716.png,114.3542025,0.643469621
8717.png,126.5338587,0.921014913
8718.png,107.6255753,0.490140268
8719.png,107.5978697,0.489508924
8720.png,108.7812515,0.51647537
8721.png,101.8979789,0.359622018
8722.png,124.9434753,0.884773872
8723.png,115.293826,0.664881398
8724.png,114.0225106,0.635911154
8725.png,116.876068,0.700936916
8726.png,103.2604427,0.390669315
8727.png,120.7130074,0.788371606
8728.png,108.822528,0.517415963
8729.png,115.4285194,0.667950739
8730.png,98.65963888,0.285827978
8731.png,118.3742016,0.735075805
8732.png,111.492515,0.578258594
8733.png,122.4409987,0.827748403
8734.png,97.76563767,0.265455825
8735.png,108.3320454,0.506239035
8736.png,114.3409817,0.64316835
8737.png,101.6177511,0.353236295
8738.png,108.3601325,0.506879073
8739.png,109.8713711,0.541316594
8740.png,116.0452292,0.682004083
8741.png,100.5868462,0.329744433
8742.png,99.73319946,0.310291861
8743.png,114.7006874,0.651365185
8744.png,114.4767493,0.64626217
8745.png,105.7702982,0.447862931
8746.png,106.0752208,0.45481139
8747.png,114.0725525,0.63705149
8748.png,112.7702019,0.607374028
8749.png,111.1695459,0.570898899
8750.png,129.0558243,0.97848449
8751.png,102.5323734,0.374078354
8752.png,94.79260159,0.197707429
8753.png,130.1899071,1
8754.png,115.3670479,0.66654995
8755.png,105.4950378,0.441590404
8756.png,112.4878899,0.600940812
8757.png,108.9537997,0.520407332
8758.png,127.4670579,0.942280296
8759.png,106.2070217,0.457814818
8760.png,123.4079351,0.849782576
8761.png,115.9194029,0.679136802
8762.png,111.534527,0.579215947
8763.png,104.3375823,0.415214756
8764.png,101.9042735,0.359765457
8765.png,117.1328713,0.70678885
8766.png,99.07808724,0.295363418
8767.png,106.0275354,0.453724753
8768.png,119.3578471,0.757490738
8769.png,109.250392,0.527165962
8770.png,113.1806487,0.616727131
8771.png,98.19658451,0.275276075
8772.png,117.9268402,0.724881506
8773.png,112.2917728,0.596471771
8774.png,112.3645909,0.598131122
8775.png,112.9418986,0.611286586
8776.png,111.6190969,0.581143093
8777.png,118.6225798,0.740735751
8778.png,108.4460685,0.50883735
8779.png,101.3307091,0.346695293
8780.png,120.435721,0.782052911
8781.png,111.0607165,0.568418936
8782.png,118.2392604,0.732000817
8783.png,107.8260078,0.494707646
8784.png,125.1519127,0.889523663
8785.png,103.643686,0.399402515
8786.png,109.639814,0.53603996
8787.png,104.6182776,0.421611132
8788.png,104.9759508,0.42976165
8789.png,108.7442033,0.51563113
8790.png,108.3217472,0.506004364
8791.png,105.0548183,0.431558852
8792.png,116.8766813,0.700950892
8793.png,115.6886237,0.673877895
8794.png,96.35767309,0.233371673
8795.png,120.481309,0.783091753
8796.png,112.3905071,0.59872169
8797.png,127.8372905,0.950717013
8798.png,98.54682041,0.283257115
8799.png,97.26562288,0.254061681
8800.png,115.6065399,0.672007401
8801.png,110.8767238,0.564226182
8802.png,113.0747635,0.61431426
8803.png,106.7041599,0.46914341
8804.png,91.7164067,0.12760829
8805.png,103.4666346,0.395367937
8806.png,108.5564717,0.511353175
8807.png,102.7177562,0.378302786
8808.png,116.9680369,0.703032668
8809.png,117.9312847,0.724982786
8810.png,117.136809,0.706878581
8811.png,108.9351081,0.519981395
8812.png,109.1874285,0.525731174
8813.png,108.5135345,0.510374739
8814.png,107.3791474,0.484524764
8815.png,113.6004052,0.62629238
8816.png,110.2353618,0.549611073
8817.png,115.326527,0.665626575
8818.png,127.1949493,0.93607959
8819.png,107.1259874,0.478755852
8820.png,96.69166704,0.240982598
8821.png,102.377181,0.37054189
8822.png,103.6688243,0.399975357
8823.png,112.8650681,0.609535802
8824.png,109.9258302,0.542557587
8825.png,117.8614933,0.723392406
8826.png,100.5702639,0.329366562
8827.png,119.6672565,0.76454144
8828.png,105.6075328,0.444153896
8829.png,97.44554514,0.25816168
8830.png,108.993561,0.521313397
8831.png,117.8031619,0.722063173
8832.png,134.0769051,1
8833.png,109.597936,0.53508566
8834.png,102.4770731,0.372818192
8835.png,113.9237976,0.633661721
8836.png,104.8205475,0.42622038
8837.png,112.6514124,0.604667099
8838.png,124.8451011,0.882532159
8839.png,99.40852836,0.302893382
8840.png,116.4111818,0.690343269
8841.png,97.72070112,0.264431828
8842.png,99.11366953,0.296174253
8843.png,93.92638326,0.177968381
8844.png,114.5534118,0.648009125
8845.png,105.8125576,0.448825922
8846.png,125.5776536,0.899225282
8847.png,104.1482021,0.410899233
8848.png,118.5868061,0.739920554
8849.png,95.31944158,0.209712855
8850.png,121.9956286,0.817599482
8851.png,88.95770952,0.064744166
8852.png,113.1608397,0.616275731
8853.png,103.0122209,0.385012933
8854.png,118.0714911,0.728177755
8855.png,105.2691325,0.436442561
8856.png,110.8720671,0.564120067
8857.png,115.7242574,0.674689902
8858.png,116.3891792,0.689841882
8859.png,113.5068107,0.624159584
8860.png,123.6406071,0.855084615
8861.png,107.1820407,0.480033173
8862.png,111.7210437,0.583466217
8863.png,108.4598328,0.509151005
8864.png,109.8580345,0.541012684
8865.png,108.8169146,0.517288047
8866.png,128.0578173,0.955742292
8867.png,105.8763979,0.45028069
8868.png,92.36392963,0.142363792
8869.png,111.7196259,0.583433909
8870.png,109.8478591,0.540780811
8871.png,108.148904,0.50206568
8872.png,109.8884195,0.541705086
8873.png,108.9008771,0.519201352
8874.png,107.2326513,0.481186468
8875.png,104.9041637,0.428125794
8876.png,111.284719,0.573523419
8877.png,104.1958874,0.411985867
8878.png,96.10681511,0.227655218
8879.png,108.2768167,0.504980505
8880.png,107.8594388,0.495469459
8881.png,107.510334,0.487514194
8882.png,114.9170838,0.656296342
8883.png,105.3058094,0.43727834
8884.png,110.3632374,0.552525053
8885.png,117.2576359,0.709631938
8886.png,107.3603559,0.484096551
8887.png,121.8456817,0.81418255
8888.png,89.52178363,0.077598069
8889.png,108.1118973,0.501222386
8890.png,105.825982,0.449131832
8891.png,110.8861415,0.564440789
8892.png,116.3652115,0.689295716
8893.png,118.7804723,0.744333744
8894.png,107.3603559,0.484096551
8895.png,102.6714908,0.377248507
8896.png,113.7680004,0.630111474
8897.png,89.90248954,0.086273448
8898.png,110.3375544,0.551939798
8899.png,117.3220132,0.711098943
8900.png,101.1477672,0.342526484
8901.png,105.3058094,0.43727834
8902.png,127.5304709,0.943725326
8903.png,110.9590052,0.566101179
8904.png,105.1321669,0.433321442
8905.png,129.6427059,0.99185812
8906.png,105.7646621,0.447734498
8907.png,102.7282608,0.37854216
8908.png,124.9955902,0.885961446
8909.png,117.3242359,0.711149593
8910.png,103.289714,0.391336339
8911.png,109.8259573,0.540281722
8912.png,129.6427059,0.99185812
8913.png,109.2708448,0.527632033
8914.png,92.13488444,0.137144399
8915.png,97.6001649,0.261685095
8916.png,98.56750718,0.283728517
8917.png,108.017401,0.49906904
8918.png,113.8112803,0.63109772
8919.png,110.3207053,0.551555848
8920.png,107.6960185,0.4917455
8921.png,111.0946436,0.569192054
8922.png,122.3837042,0.826442799
8923.png,108.7600894,0.515993136
8924.png,105.6886031,0.446001295
8925.png,94.16600417,0.183428769
8926.png,103.1793088,0.388820468
8927.png,102.8609519,0.381565874
8928.png,110.5585645,0.556976091
8929.png,113.1457865,0.615932705
8930.png,93.20849154,0.161609342
8931.png,107.0028005,0.475948717
8932.png,124.7310411,0.879933003
8933.png,95.68096842,0.217951189
8934.png,106.6632356,0.468210843
8935.png,109.6457199,0.536174541
8936.png,103.7854769,0.402633592
8937.png,100.1003613,0.318658603
8938.png,110.2525406,0.550002537
8939.png,103.0527181,0.385935768
8940.png,101.9505237,0.360819388
8941.png,108.0081539,0.498858321
8942.png,120.6475893,0.786880884
8943.png,105.1974295,0.434808621
8944.png,107.9248148,0.496959222
8945.png,100.0025331,0.316429332
8946.png,106.6965901,0.468970913
8947.png,113.3519799,0.62063136
8948.png,99.59022005,0.307033702
8949.png,103.1282049,0.387655932
8950.png,116.5471225,0.693441033
8951.png,121.5568053,0.807599746
8952.png,128.2237298,0.959523042
8953.png,104.1747896,0.411505099
8954.png,122.268534,0.823818345
8955.png,122.4363716,0.827642963
8956.png,112.2812737,0.596232522
8957.png,111.6765126,0.58245146
8958.png,106.2979327,0.459886462
8959.png,100.9206133,0.337350189
8960.png,102.5198126,0.373792123
8961.png,112.2821965,0.59625355
8962.png,105.2247129,0.435430345
8963.png,117.1321294,0.706771944
8964.png,90.95893591,0.110347339
8965.png,126.7828453,0.926688724
8966.png,122.0504125,0.818847876
8967.png,113.3719159,0.621085654
8968.png,105.306605,0.43729647
8969.png,104.4037909,0.416723492
8970.png,118.125107,0.729399533
8971.png,107.282859,0.482330582
8972.png,114.7885321,0.653366956
8973.png,99.57071851,0.306589308
8974.png,108.4257078,0.508373378
8975.png,113.0346584,0.613400361
8976.png,98.77345949,0.288421678
8977.png,111.1304177,0.57000726
8978.png,114.8910837,0.655703862
8979.png,100.8184415,0.335021937
8980.png,120.465042,0.782721067
8981.png,116.2244012,0.686086985
8982.png,110.1017735,0.546566914
8983.png,91.88873402,0.131535218
8984.png,115.1932692,0.662589948
8985.png,112.8054001,0.608176111
8986.png,113.7167633,0.628943903
8987.png,121.4141358,0.804348649
